Year,Board,School,Address,City,Area,energyNorm (ekWh/HDD),ghgNorm (kg/HDD)
2019-2020,DSB Ontario North East,Iroquois Falls Secondary School,44 Anson Drive,Iroquois Falls,156013,779.8,120.78
2019-2020,DSB Ontario North East,Kinder School (Kirkland Lake Mtce. Shop),115 Queen Street,Kirkland Lake,2700,20.9,3.31
2019-2020,DSB Ontario North East,Kirkland Lake District Composite School & Elementary,60 Allen Street,Kirkland Lake,110000,405.5,54.85
2019-2020,DSB Ontario North East,New Liskeard Board Office,198022 River Road,New Liskeard,8220,28.8,0.88
2019-2020,DSB Ontario North East,New Liskeard Public School,141 Dymond Avenue,New Liskeard,56389,246.1,34.93
2019-2020,DSB Ontario North East,P.A.C.E.- leased,273 Third Avenue,Timmins,1809,23.7,4.22
2019-2020,DSB Ontario North East,Pinecrest Public School,542 Toke Street,Timmins,27826,119.4,18.47
2019-2020,DSB Ontario North East,Schumacher Public School,64 Croatia Avenue,Schumacher,45265,154.4,22.22
2019-2020,DSB Ontario North East,Smooth Rock Falls PS,50 Third Street,Smooth Rock Falls,29688,103.9,16.28
2019-2020,DSB Ontario North East,Temagami Public School,11 School Road,Temagami,27201,89.3,13.62
2019-2020,DSB Ontario North East,Timmins Centennial Public School,545 Wilcox Street,Timmins,56563,311.2,41.86
2019-2020,DSB Ontario North East,W. Earle Miller Public School,200 Victoria Avenue,Timmins,36684,156.5,22.31
2019-2020,DSB Ontario North East,R. Ross Beattie Sr. Public School,300  Pearl Avenue,Timmins,55855,182.5,25.43
2019-2020,DSB Ontario North East,Roland Michener Secondary School,155 Legion Drive,South Porcupine,128170,552.7,81.74
2019-2020,DSB Ontario North East,Schumacher Board Office,153 Croatia Avenue,Schumacher,19224,84.6,10.14
2019-2020,DSB Ontario North East,Timiskaming District Secondary School,90 Niven Street,New Liskeard,156609,627,91.32
2019-2020,DSB Ontario North East,Timiskaming District SS (New Liskeard Maintenance Shop),99 Scott Street,New Liskeard,1800,10.1,1.2
2019-2020,DSB Ontario North East,Timmins  High & Vocational School,451 Theriault Blvd.,Timmins,194004,609.4,73.35
2019-2020,Dufferin Peel CDSB,All Saints Sep School,4105 Colonial Drive,Mississauga,55809,246.9,30.28
2019-2020,Dufferin Peel CDSB,Ascension of Our Lord,7640 Anaka Drive,Mississauga,121544,620.1,67.16
2019-2020,Dufferin Peel CDSB,Bishop Francis Allen,325 McMurray Avenue South,Brampton,39850,145.8,18.2
2019-2020,Dufferin Peel CDSB,Canadian Martyrs Sep S,1185 Mississauga Valley Boulevard,Mississauga,50092,158.5,21.48
2019-2020,Dufferin Peel CDSB,Cardinal Ambrozic Catholic Secondary School,10 Castle Oaks Crossing,Brampton,177983,773.6,65.7
2019-2020,Dufferin Peel CDSB,Catholic Education Centre Admin Building ,40 Matheson Blvd W,Mississauga,95336,661.8,55.04
2019-2020,Dufferin Peel CDSB,Christ The King Sep S,3240 Garthwood Road,Mississauga,51269,285,37.64
2019-2020,Dufferin Peel CDSB,Father C W Sullivan S,62 Seaborn Road,Brampton,36777,242.8,35.22
2019-2020,Dufferin Peel CDSB,Father Clair Tipping,25 Mountainberry Road,Brampton,51075,303.7,39.96
2019-2020,Dufferin Peel CDSB,Archbishop Romero (North Campus Gillingham),40 Gillingham Drive,Brampton,3003,38.3,4.41
2019-2020,Dufferin Peel CDSB,Archibishop Romero - Blessed Trinity Catholic Centre for Learning,2495 Creidt Valley Drive,Mississauga,39030,113,6.88
2019-2020,Dufferin Peel CDSB,Bishop Scalabrini Sep S,325 Central Parkway West,Mississauga,43523,303.5,38.04
2019-2020,Dufferin Peel CDSB,Brian J. Fleming Adult Learning Centre,870 Queen Street West,Mississauga,33361,174.2,19.78
2019-2020,Dufferin Peel CDSB,Cardinal Leger SS,75 Mary Street,Brampton,162568,721.9,70.35
2019-2020,Dufferin Peel CDSB,St John Henry Newman Catholic ES,698 Balmoral Drive,Brampton,63318,563.4,82.73
2019-2020,Dufferin Peel CDSB,Corpus Christi Sep S,4155 Elora Drive,Mississauga,36888,168.6,21.31
2019-2020,Dufferin Peel CDSB,Divine Mercy,2840 Duncairn Drive,Mississauga,68222,399.4,49.12
2019-2020,Dufferin Peel CDSB,Father Daniel Zanon,450 Hillcrest Avenue,Mississauga,51774,195.6,22.13
2019-2020,Dufferin Peel CDSB,Father Francis McSpiritt,55 Lexington Road,Brampton,57415,283.6,32.55
